记录类型,实体类型,ID,名称,难度,内容,存储开销,核心特性,时间复杂度,空间复杂度,设计思想,适用场景,关系类型,源实体,目标实体
关系,,,,,,,,,,,,继承,07CON014,05CON004
关系,,,,,,,,,,,,继承,07CON015,05CON004
关系,,,,,,,,,,,,理论依赖,07CON014,07CON010
关系,,,,,,,,,,,,理论依赖,07CON015,07CON009
关系,,,,,,,,,,,,理论依赖,07CON016,07DS001
关系,,,,,,,,,,,,理论依赖,07CON017,07DS001
关系,,,,,,,,,,,,理论依赖,07CON018,07DS001
关系,,,,,,,,,,,,理论依赖,07CON019,07DS001
关系,,,,,,,,,,,,理论依赖,06CON003,07DS001
关系,,,,,,,,,,,,理论依赖,06CON004,06CON003
关系,,,,,,,,,,,,继承,07CON022,06CON003
关系,,,,,,,,,,,,继承,07CON023,06CON003
关系,,,,,,,,,,,,继承,07CON024,07CON023
关系,,,,,,,,,,,,理论依赖,07CON024,07CON022
关系,,,,,,,,,,,,理论依赖,07CON025,07DS003
关系,,,,,,,,,,,,理论依赖,07CON025,06CON003
关系,,,,,,,,,,,,理论依赖,07CON026,07CON025
关系,,,,,,,,,,,,理论依赖,07CON026,07DS003
关系,,,,,,,,,,,,理论依赖,07CON027,07CON026
关系,,,,,,,,,,,,理论依赖,07CON027,07DS003
关系,,,,,,,,,,,,理论依赖,07CON028,07CON027
关系,,,,,,,,,,,,继承,07CON028,07CON019
关系,,,,,,,,,,,,理论依赖,07CON029,07DS002
关系,,,,,,,,,,,,理论依赖,07CON029,06CON003
关系,,,,,,,,,,,,理论依赖,07CON030,07CON029
关系,,,,,,,,,,,,继承,07CON030,07CON019
关系,,,,,,,,,,,,变体,07DS008,07DS006
关系,,,,,,,,,,,,变体,07DS009,07DS006
关系,,,,,,,,,,,,操作绑定,07ALG001,07DS001
关系,,,,,,,,,,,,继承,07ALG002,07ALG001
关系,,,,,,,,,,,,继承,07ALG003,07ALG001
关系,,,,,,,,,,,,使用,07DS005,07DS001
关系,,,,,,,,,,,,使用,07DS006,07DS001
关系,,,,,,,,,,,,使用,07DS007,07DS001
关系,,,,,,,,,,,,使用,07DS008,07DS002
关系,,,,,,,,,,,,使用,07DS009,07DS002
关系,,,,,,,,,,,,操作绑定,08ALG001,08CON004
关系,,,,,,,,,,,,操作绑定,08ALG002,08CON004
关系,,,,,,,,,,,,使用,08ALG001,07DS005
关系,,,,,,,,,,,,使用,08ALG002,07DS007
关系,,,,,,,,,,,,操作绑定,08ALG003,08CON006
关系,,,,,,,,,,,,操作绑定,08ALG004,08CON006
关系,,,,,,,,,,,,使用,08ALG003,07DS005
关系,,,,,,,,,,,,使用,08ALG004,07DS005
关系,,,,,,,,,,,,操作绑定,08ALG005,08CON008
关系,,,,,,,,,,,,使用,08ALG005,07DS006
关系,,,,,,,,,,,,理论依赖,08ALG005,07CON014
关系,,,,,,,,,,,,操作绑定,08ALG006,08CON016
关系,,,,,,,,,,,,使用,08ALG006,07DS006
关系,,,,,,,,,,,,理论依赖,08ALG006,08ALG005
关系,,,,,,,,,,,,理论依赖,08CON004,08CON003
关系,,,,,,,,,,,,理论依赖,08CON003,07CON026
关系,,,,,,,,,,,,理论依赖,08CON004,07DS004
关系,,,,,,,,,,,,理论依赖,08CON006,07DS001
关系,,,,,,,,,,,,理论依赖,08CON006,07DS004
关系,,,,,,,,,,,,理论依赖,08CON007,07DS002
关系,,,,,,,,,,,,理论依赖,08CON007,07CON023
关系,,,,,,,,,,,,理论依赖,08CON011,07DS002
关系,,,,,,,,,,,,理论依赖,08CON011,07DS004
关系,,,,,,,,,,,,理论依赖,08CON011,07CON023
关系,,,,,,,,,,,,理论依赖,08CON011,08CON012
关系,,,,,,,,,,,,理论依赖,08CON011,08CON013
关系,,,,,,,,,,,,理论依赖,08CON016,08CON011
关系,,,,,,,,,,,,理论依赖,08CON016,08CON017
关系,,,,,,,,,,,,理论依赖,07CON026,07DS001
关系,,,,,,,,,,,,理论依赖,07CON019,07DS001
关系,,,,,,,,,,,,理论依赖,07DS004,07DS001
关系,,,,,,,,,,,,理论依赖,07CON014,07DS001
关系,,,,,,,,,,,,理论依赖,07CON023,07DS001
关系,,,,,,,,,,,,理论依赖,08CON012,07DS001
关系,,,,,,,,,,,,理论依赖,08CON013,07DS001
关系,,,,,,,,,,,,理论依赖,08CON014,07DS001
关系,,,,,,,,,,,,理论依赖,08CON015,07DS001
关系,,,,,,,,,,,,使用,07DS007,07DS001
关系,,,,,,,,,,,,理论依赖,08CON003,07CON019
关系,,,,,,,,,,,,理论依赖,08CON008,08CON007
关系,,,,,,,,,,,,理论依赖,08CON017,08CON013
关系,,,,,,,,,,,,理论依赖,08ALG006,08CON012
关系,,,,,,,,,,,,理论依赖,08ALG006,08CON013
关系,,,,,,,,,,,,理论依赖,08ALG006,08CON017
关系,,,,,,,,,,,,继承,02DS001,01DS003
关系,,,,,,,,,,,,使用,07ALG002,04DS002
关系,,,,,,,,,,,,使用,07ALG003,04DS003
关系,,,,,,,,,,,,使用,04DS008,06DS002
关系,,,,,,,,,,,,使用,08ALG001,04DS008
关系,,,,,,,,,,,,继承,01DS003,01DS001
关系,,,,,,,,,,,,继承,01DS004,01DS001
关系,,,,,,,,,,,,继承,01DS005,01DS001
关系,,,,,,,,,,,,继承,01DS006,01DS001
关系,,,,,,,,,,,,继承,01DS002,01DS001
关系,,,,,,,,,,,,理论依赖,03DS014,01CON013
关系,,,,,,,,,,,,使用,02DS002,03DS014
关系,,,,,,,,,,,,使用,04DS004,03DS014
关系,,,,,,,,,,,,使用,04DS006,03DS014
关系,,,,,,,,,,,,使用,04DS005,02DS004
关系,,,,,,,,,,,,使用,04DS007,02DS004
关系,,,,,,,,,,,,使用,03DS006,02DS002
关系,,,,,,,,,,,,使用,03DS008,02DS004
关系,,,,,,,,,,,,使用,07DS005,03DS014
关系,,,,,,,,,,,,使用,07DS006,02DS004
关系,,,,,,,,,,,,使用,07DS007,03DS014
关系,,,,,,,,,,,,理论依赖,01CON017,01CON007
关系,,,,,,,,,,,,继承,05DS001,01DS004
关系,,,,,,,,,,,,继承,07DS001,01DS005
关系,,,,,,,,,,,,理论依赖,01ALG001,01CON005
